사고년도,사망자수,부상자수,중상자수,경상자수,부상신고자수,시도,시군구,사고유형 대분류,사고유형 중분류,사고유형,가해자법규위반,도로형태 대분류,도로형태,가해당사자 종별,피해당사자 종별,주야구분,발생일,발생시간,발생요일,발생위치X좌표 (EPSG 5179),발생위치Y좌표 (EPSG 5179),경도좌표,위도좌표
2019,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,과속,교차로,교차로내,승용차,보행자,야간,2019-07-23,02,수요일,967148,1947238,127.12821167,37.52385693
2019,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,과속,교차로,교차로내,승용차,보행자,야간,2019-08-10,04,일요일,969055,1948108,127.14975628,37.5317646
2019,1,1,,,,서울특별시,강동구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,야간,2019-09-04,18,일요일,970512,1951519,127.16610962,37.5625572
2019,1,1,,,,서울특별시,강동구,차대차,기타,기타,신호위반,교차로,교차로내,원동기장치자전거,승용차,주간,2019-09-16,17,금요일,971530,1951894,127.17762162,37.56596927
2019,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,화물차,보행자,야간,2019-09-17,05,화요일,969275,1948810,127.15221687,37.5380994
2019,1,4,3,,,서울특별시,강동구,차대사람,기타,기타,기타,단일로,기타단일로,승용차,보행자,주간,2019-10-06,14,일요일,968700,1949504,127.14567883,37.54433537
2019,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,주간,2019-10-28,06,수요일,968144,1950186,127.13935532,37.55046347
2019,1,2,,1,,서울특별시,강동구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,이륜차,승용차,야간,2019-12-16,00,월요일,966508,1949005,127.12088828,37.53976062
2019,1,2,,,1,서울특별시,강북구,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로내,이륜차,화물차,주간,2019-04-09,08,일요일,957069,1961328,127.0133241,37.6504389
2019,1,1,,,,서울특별시,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,야간,2019-04-28,00,월요일,958539,1960370,127.03004225,37.64187188
2019,1,1,,,,서울특별시,강북구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,자전거,승용차,야간,2019-07-11,00,수요일,958316,1959613,127.02755784,37.63503883
2019,1,1,,,,서울특별시,강북구,차대차,정면충돌,정면충돌,기타,단일로,기타단일로,자전거,화물차,야간,2019-08-25,18,목요일,958441,1960273,127.0289484,37.6409797
2019,1,1,,,,서울특별시,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,주간,2019-09-25,11,수요일,959418,1958883,127.04008798,37.62850856
2019,1,2,1,,,서울특별시,강북구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,화물차,야간,2019-11-12,23,목요일,958871,1959659,127.03384537,37.63547845
2019,1,1,,,,서울특별시,강북구,차대차,기타,기타,신호위반,단일로,기타단일로,이륜차,승합차,야간,2019-12-03,18,일요일,958391,1959629,127.02840695,37.63518644
2019,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,야간,2019-01-28,04,수요일,944117,1950716,126.867315,37.5540963
2019,1,1,,,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,야간,2019-04-01,01,토요일,943723,1951058,126.86277448,37.55709229
2019,1,1,,,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,주간,2019-04-06,13,목요일,943258,1948345,126.85777365,37.53267389
2019,1,1,,,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2019-04-21,03,월요일,942301,1948231,126.84695157,37.531587
2019,1,1,,,,서울특별시,강서구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,화물차,이륜차,야간,2019-04-26,18,토요일,942351,1950198,126.84736294,37.54931874
2019,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,야간,2019-05-25,01,화요일,938879,1951303,126.80796732,37.55905424
2019,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2019-05-25,02,화요일,941665,1949326,126.83966662,37.54141623
2019,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,주간,2019-05-26,09,수요일,940275,1951398,126.82376455,37.56000205
2019,1,1,,,,서울특별시,강서구,차대사람,차도통행중,차도통행중,기타,단일로,기타단일로,승용차,보행자,주간,2019-05-26,17,수요일,939355,1951025,126.81337939,37.55658011
2019,1,1,,,,서울특별시,강서구,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,승합차,자전거,주간,2019-06-02,16,수요일,941649,1948880,126.83858936,37.53727483
2019,1,1,,,,서울특별시,강서구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승합차,야간,2019-06-25,18,월요일,941118,1951291,126.82659657,37.55984248
2019,1,1,,,,서울특별시,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,주간,2019-09-16,07,금요일,943629,1950393,126.8618152,37.55115536
2019,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,야간,2019-09-22,19,일요일,939240,1950878,126.81208963,37.55524763
2019,1,3,,2,,서울특별시,강서구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,이륜차,승용차,주간,2019-10-21,08,수요일,940604,1951746,126.82746122,37.56315983
2019,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,야간,2019-11-12,02,목요일,942318,1950122,126.84699535,37.54863169
2019,1,1,,,,서울특별시,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,야간,2019-11-17,05,화요일,939579,1950568,126.815953,37.55247592
2019,1,3,,2,,서울특별시,강서구,차대차,측면충돌,측면충돌,과속,교차로,교차로내,승용차,승용차,주간,2019-11-17,15,화요일,938629,1952810,126.80501075,37.57262005
2019,1,1,,,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,야간,2019-11-22,05,수요일,939423,1953653,126.81393201,37.58027052
2019,1,1,,,,서울특별시,강서구,차대차,기타,기타,신호위반,교차로,교차로내,승합차,원동기장치자전거,주간,2019-12-19,12,목요일,940051,1949872,126.82004811,37.54846246
2019,1,1,,,,서울특별시,강서구,차대차,기타,기타,신호위반,교차로,교차로부근,이륜차,승합차,주간,2019-12-31,12,화요일,944403,1950020,126.87060555,37.54784053
2019,1,1,,,,서울특별시,관악구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,야간,2019-03-23,18,목요일,950651,1942653,126.94182849,37.481796
2019,1,1,,,,서울특별시,관악구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,야간,2019-04-05,22,수요일,952162,1941717,126.95897907,37.47343906
2019,1,1,,,,서울특별시,관악구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,화물차,이륜차,주간,2019-04-23,12,수요일,948730,1943290,126.92005727,37.48743279
2019,1,1,,,,서울특별시,관악구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근,승용차,이륜차,주간,2019-10-05,13,토요일,949975,1942997,126.93415942,37.48486019
2019,1,1,,,,서울특별시,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,야간,2019-11-19,18,목요일,948193,1943020,126.91393438,37.48497161
2019,1,1,,,,서울특별시,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,건설기계,보행자,주간,2019-11-26,10,일요일,949331,1943801,126.92682,37.49207172
2019,1,1,,,,서울특별시,관악구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2019-12-18,21,수요일,949938,1943207,126.93394301,37.48670874
2019,1,1,,,,서울특별시,관악구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,이륜차,야간,2019-12-31,20,화요일,951923,1943069,126.95618792,37.48561262
2019,1,1,,,,서울특별시,관악구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,자전거,승용차,야간,2020-01-01,02,수요일,950385,1942872,126.93880522,37.48375566
2019,1,1,,,,서울특별시,관악구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2020-01-14,00,화요일,949345,1943932,126.92696934,37.49325322
2019,1,1,,,,서울특별시,광진구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,야간,2019-03-21,23,화요일,961464,1949282,127.06377974,37.54206022
2019,1,1,,,,서울특별시,광진구,차대사람,기타,기타,안전운전 의무 불이행,단일로,교량위,승용차,보행자,야간,2019-05-22,02,토요일,962010,1948874,127.06998132,37.53840544
2019,1,1,,,,서울특별시,광진구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,야간,2019-07-19,21,토요일,963085,1950840,127.0820503,37.55616938
2019,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,주간,2019-02-03,17,화요일,945828,1943562,126.88721282,37.48971868
2019,1,1,,,,서울특별시,구로구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,야간,2019-02-07,00,토요일,943085,1943620,126.8561816,37.49007643
2019,1,1,,,,서울특별시,구로구,차대차,기타,기타,안전거리 미확보,단일로,기타단일로,이륜차,승용차,주간,2019-02-08,07,일요일,946338,1944412,126.89291957,37.49740965
2019,1,1,,,,서울특별시,구로구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,야간,2019-02-10,00,화요일,943093,1943401,126.85628903,37.48810305
2019,1,3,1,1,,서울특별시,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,야간,2019-02-20,00,금요일,940264,1943538,126.82427929,37.48915916
2019,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,야간,2019-02-24,03,금요일,944957,1943163,126.87739055,37.48607092
2019,1,1,,,,서울특별시,구로구,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,승용차,없음,주간,2019-03-13,06,월요일,941822,1945176,126.8417724,37.50402206
2019,1,1,,,,서울특별시,구로구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,주간,2019-06-19,08,화요일,946450,1944063,126.89421198,37.49427056
2019,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승용차,보행자,야간,2019-06-30,22,토요일,943267,1945810,126.85807129,37.50982632
2019,1,1,,,,서울특별시,구로구,차대차,기타,기타,안전거리 미확보,교차로,교차로부근,승합차,자전거,주간,2019-08-31,13,수요일,946014,1944195,126.88927027,37.49543491
2019,1,1,,,,서울특별시,구로구,차대사람,기타,기타,과속,단일로,기타단일로,승용차,보행자,주간,2019-10-29,06,목요일,942083,1941991,126.84497591,37.47533178
2019,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,화물차,보행자,야간,2019-11-25,05,토요일,943379,1943955,126.85948133,37.4931139
2019,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,야간,2020-01-04,02,토요일,942052,1944307,126.84444295,37.49620417
2019,1,1,,,,서울특별시,금천구,차대사람,횡단중,횡단중,보행자 보호의무 위반,기타,기타,화물차,보행자,주간,2019-02-10,12,화요일,945810,1941615,126.88715256,37.47216896
2019,1,1,,,,서울특별시,금천구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,야간,2019-02-11,21,수요일,948515,1939105,126.90865343,37.45106862
2019,1,1,,,,서울특별시,금천구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,야간,2019-03-31,03,금요일,945367,1943057,126.88203582,37.48513987
2019,1,1,,,,서울특별시,금천구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,자전거,승용차,주간,2019-08-19,15,금요일,946591,1941158,126.89601777,37.46809541
2019,1,3,,2,,서울특별시,금천구,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로부근,승용차,화물차,주간,2019-09-20,16,금요일,946701,1939539,126.89737877,37.45350934
2019,1,1,,,,서울특별시,금천구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,야간,2019-09-27,21,금요일,946796,1941595,126.89830435,37.47204601
2019,1,1,,,,서울특별시,금천구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,승용차,보행자,야간,2019-10-15,22,화요일,946703,1940747,126.89731401,37.46439744
2019,1,1,,,,서울특별시,금천구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,화물차,보행자,주간,2019-10-21,10,수요일,946784,1941504,126.89817522,37.47122511
2019,1,1,,,,서울특별시,금천구,차량단독,공작물충돌,공작물충돌,신호위반,교차로,교차로부근,승용차,없음,주간,2019-10-31,10,토요일,947218,1941438,126.90300079,37.47065289
2019,1,2,,1,,서울특별시,노원구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,주간,2019-01-23,12,금요일,962122,1962574,127.07053984,37.66189171
2019,1,1,,,,서울특별시,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,야간,2019-04-04,05,화요일,962416,1962513,127.07387627,37.661354
2019,1,1,,,,서울특별시,노원구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,야간,2019-06-12,22,토요일,960514,1959666,127.05246617,37.63561365
2019,1,1,,,,서울특별시,노원구,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,야간,2019-08-05,04,화요일,962833,1957764,127.07880425,37.6186933
2019,1,1,,,,서울특별시,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,야간,2019-08-09,22,토요일,961247,1961765,127.06066234,37.65456353
2019,1,2,,1,,서울특별시,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,주간,2019-09-18,08,수요일,962571,1962740,127.07562195,37.66340632
2019,1,1,,,,서울특별시,노원구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,터널안,화물차,화물차,주간,2019-11-12,08,목요일,962883,1964606,127.07906439,37.68023755
2019,1,1,,,,서울특별시,노원구,차대차,추돌,추돌,신호위반,교차로,교차로내,승용차,이륜차,야간,2019-12-22,18,일요일,962122,1960732,127.07063545,37.64528944
2019,1,3,,2,,서울특별시,도봉구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,주간,2019-02-07,10,토요일,958964,1959934,127.03488395,37.63796123
2019,1,2,1,,,서울특별시,도봉구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,야간,2019-02-14,04,토요일,960281,1965423,127.04951197,37.68749225
2019,1,1,,,,서울특별시,도봉구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2019-02-14,23,토요일,958977,1961402,127.03494881,37.65119312
2019,1,1,,,,서울특별시,도봉구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2019-09-06,22,화요일,959740,1964896,127.04340531,37.68271875
2019,1,1,,,,서울특별시,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2019-04-11,22,화요일,960482,1952060,127.0525143,37.5670576
2019,1,2,,,1,서울특별시,동대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,야간,2019-06-26,20,화요일,959254,1953675,127.03851952,37.58156049
2019,1,1,,,,서울특별시,동대문구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,주간,2019-07-01,06,일요일,959236,1953298,127.03833664,37.5781617
2019,1,1,,,,서울특별시,동대문구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,야간,2019-07-05,05,목요일,959731,1952641,127.0439786,37.57226178
2019,1,1,,,,서울특별시,동대문구,차대사람,기타,기타,과속,단일로,기타단일로,승용차,보행자,야간,2019-07-12,22,목요일,958110,1952912,127.02560685,37.57463203
2019,1,2,,1,,서울특별시,동대문구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,교량위,이륜차,승용차,주간,2019-08-07,09,목요일,962157,1955875,127.07128367,37.60151365
2019,1,1,,,,서울특별시,동대문구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2019-08-28,04,일요일,957890,1952725,127.02312624,37.57293652
2019,1,1,,,,서울특별시,동대문구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,이륜차,야간,2019-09-14,01,수요일,962184,1952636,127.07175682,37.57232074
2019,1,1,,,,서울특별시,동대문구,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로내,자전거,없음,주간,2019-09-17,17,화요일,961169,1953007,127.06024321,37.57562242
2019,1,1,,,,서울특별시,동대문구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,주간,2019-10-07,06,월요일,961395,1952121,127.06284925,37.56764615
2019,1,2,1,,,서울특별시,동대문구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,야간,2019-10-24,23,토요일,961217,1953269,127.06077292,37.57798592
2019,1,1,,,,서울특별시,동대문구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,야간,2019-10-31,20,토요일,958507,1952854,127.03067948,37.57404209
2019,1,1,,,,서울특별시,동대문구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,자전거,야간,2019-11-07,05,토요일,959327,1952949,127.03938659,37.5750201
2019,1,1,,,,서울특별시,동대문구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,이륜차,주간,2019-12-18,15,수요일,961052,1955093,127.05880728,37.59441916
2019,1,1,,,,서울특별시,동대문구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,야간,2020-01-13,23,월요일,961417,1954621,127.06288536,37.5903332
2019,1,1,,,,서울특별시,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2019-03-27,00,월요일,951916,1944161,126.955652,37.49555753
2019,1,1,,,,서울특별시,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2019-04-23,01,수요일,949605,1944636,126.93642131,37.50326949
2019,1,1,,,,서울특별시,동작구,차량단독,기타,기타,안전운전 의무 불이행,단일로,고가도로위,이륜차,없음,야간,2019-10-02,01,수요일,947362,1943032,126.90460229,37.48503041
2019,1,1,,,,서울특별시,동작구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,승용차,이륜차,야간,2019-10-06,04,일요일,952356,1945942,126.96089937,37.51153018
2019,1,1,,,,서울특별시,마포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,주간,2019-02-25,06,토요일,952512,1950360,126.96237871,37.55135864
2019,1,4,1,2,,서울특별시,마포구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,주간,2019-05-26,09,수요일,946655,1952092,126.8959476,37.56664876
2019,1,1,,,,서울특별시,마포구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,건설기계,보행자,주간,2019-05-26,12,수요일,950722,1949798,126.94215238,37.54619923
2019,1,1,,,,서울특별시,마포구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,야간,2019-08-12,22,화요일,947429,1950937,126.90479438,37.55628316
2019,1,1,,,,서울특별시,마포구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,개인형이동수단(PM),없음,야간,2019-10-14,22,월요일,950462,1949674,126.93921757,37.54506766
2019,1,1,,,,서울특별시,마포구,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,야간,2019-12-16,05,월요일,947974,1950059,126.91102682,37.5484006
2019,1,1,,,,서울특별시,마포구,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,화물차,이륜차,야간,2019-12-24,03,화요일,950533,1950075,126.93999423,37.54868575
2019,1,1,,,,서울특별시,서대문구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,야간,2019-03-31,05,금요일,949527,1953237,126.92838832,37.57713068
2019,1,1,,,,서울특별시,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,야간,2019-04-25,21,금요일,950612,1955197,126.9405433,37.59485522
2019,1,1,,,,서울특별시,서대문구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,주간,2019-05-21,14,금요일,950621,1954779,126.94067345,37.59108823
2019,1,1,,,,서울특별시,서대문구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,건설기계,보행자,주간,2019-06-28,08,목요일,950701,1954865,126.94157379,37.59186765
2019,1,1,,,,서울특별시,서대문구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,자전거,화물차,야간,2019-08-13,19,수요일,951002,1954861,126.94498344,37.59184768
2019,1,1,,,,서울특별시,서대문구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,화물차,보행자,주간,2019-08-27,13,토요일,951268,1952187,126.94817429,37.56776071
2019,1,2,,1,,서울특별시,서대문구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,주간,2019-09-16,14,금요일,950966,1954836,126.94457735,37.59162043
2019,1,1,,,,서울특별시,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,야간,2019-09-27,20,금요일,951451,1953822,126.94987437,37.58340697
