사고년도,사망자수,부상자수,중상자수,경상자수,부상신고자수,시도,시군구,사고유형 대분류,사고유형 중분류,사고유형,가해자법규위반,도로형태 대분류,도로형태,가해당사자 종별,피해당사자 종별,주야구분,발생일,발생시간,발생요일,발생위치X좌표 (EPSG 5179),발생위치Y좌표 (EPSG 5179),경도좌표,위도좌표
2015,1,1,,,,부산광역시,강서구,차대사람,기타,기타,과속,교차로,교차로내,승용차,보행자,야간,2015-07-29,20,토요일,1127848,1681321,128.9030344,35.11896003
2015,1,1,,,,광주광역시,광산구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,특수차,보행자,야간,2015-11-05,19,월요일,935175,1684045,126.78831082,35.14955389
2015,1,1,,,,울산광역시,남구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승용차,보행자,야간,2016-01-18,00,수요일,1165175,1729668,129.32226477,35.54925004
2015,1,1,,,,경기도,부천시,차대차,기타,기타,중앙선 침범,단일로,횡단보도부근,자전거,승용차,야간,2015-08-26,04,화요일,933801,1943539,126.75117658,37.48872743
2015,1,1,,,,경기도,용인시,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승합차,보행자,주간,2015-11-06,09,화요일,974030,1915226,127.20721856,37.23552883
2015,1,1,,,,경기도,이천시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,화물차,야간,2015-10-13,19,목요일,997284,1918330,127.46936877,37.2638664
2015,1,1,,,,서울특별시,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,주간,2015-02-09,06,금요일,964847,1943140,127.10236875,37.48683231
2015,1,1,,,,서울특별시,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도부근,승용차,보행자,야간,2015-02-20,20,금요일,957448,1946854,127.0184615,37.51999925
2015,1,1,,,,서울특별시,강남구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,자전거,주간,2015-02-23,06,월요일,960164,1943354,127.04938807,37.48857013
2015,1,1,,,,서울특별시,강남구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,야간,2015-03-23,01,월요일,958752,1947540,127.03318259,37.52624165
2015,1,1,,,,서울특별시,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,주간,2015-03-24,13,화요일,960491,1945125,127.05298948,37.5045505
2015,1,1,,,,서울특별시,강남구,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,야간,2015-03-26,00,목요일,962455,1943068,127.07531489,37.48609188
2015,1,1,,,,서울특별시,강남구,차대사람,보도통행중,보도통행중,중앙선 침범,교차로,교차로부근,승용차,보행자,야간,2015-04-04,04,토요일,960540,1942490,127.05368858,37.4808059
2015,1,1,,,,서울특별시,강남구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,승용차,보행자,야간,2015-04-10,04,금요일,960468,1946182,127.05267241,37.51407665
2015,1,1,,,,서울특별시,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,주간,2015-05-03,13,수요일,964514,1943515,127.09858288,37.49020232
2015,1,1,,,,서울특별시,강남구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,야간,2015-05-19,02,일요일,960148,1942870,127.04923101,37.48421054
2015,1,1,,,,서울특별시,강남구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,주간,2015-09-06,16,토요일,965179,1941957,127.10617891,37.47618464
2015,1,4,2,,1,서울특별시,강남구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,주간,2015-09-16,11,화요일,966029,1940808,127.1158451,37.46585977
2015,1,1,,,,서울특별시,강남구,차대차,추돌,진행중 추돌,안전거리 미확보,단일로,기타단일로,특수차,승용차,야간,2015-10-12,04,수요일,964190,1944035,127.09489257,37.4948768
2015,1,1,,,,서울특별시,강남구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승합차,보행자,주간,2015-10-18,16,화요일,965142,1943344,127.10569476,37.48868494
2015,1,1,,,,서울특별시,강남구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,야간,2015-10-23,18,화요일,960291,1943101,127.05083599,37.4862988
2015,1,1,,,,서울특별시,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,승용차,보행자,야간,2015-10-30,05,화요일,959832,1944263,127.04558076,37.49675251
2015,1,1,,,,서울특별시,강남구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,승용차,야간,2015-11-09,01,금요일,957694,1945817,127.02130609,37.51066465
2015,1,1,,,,서울특별시,강남구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,자전거,주간,2015-11-19,10,목요일,965330,1940550,127.1079529,37.46350832
2015,1,1,,,,서울특별시,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2015-12-21,02,수요일,960166,1945216,127.04930755,37.50535675
2015,1,1,,,,서울특별시,강남구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,승용차,야간,2016-01-03,01,화요일,961387,1945598,127.06310183,37.50885176
2015,1,1,,,,서울특별시,강동구,차대차,측면충돌,측면충돌,기타,교차로,교차로부근,원동기장치자전거,화물차,야간,2015-02-01,04,목요일,967180,1947241,127.12857368,37.52388511
2015,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2015-02-07,04,수요일,968431,1948370,127.14268254,37.53410497
2015,1,1,,,,서울특별시,강동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,야간,2015-03-22,03,일요일,966432,1949096,127.12002386,37.54057808
2015,1,1,,,,서울특별시,강동구,차대사람,기타,기타,보행자 보호의무 위반,교차로,교차로부근,건설기계,보행자,주간,2015-03-29,17,일요일,967743,1948664,127.13488255,37.5367311
2015,1,1,,,,서울특별시,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2015-04-21,00,금요일,967520,1949053,127.13234124,37.54022949
2015,1,1,,,,서울특별시,강동구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,야간,2015-05-04,21,목요일,970865,1950729,127.17013794,37.55544783
2015,1,2,,1,,서울특별시,강동구,차대차,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명,승용차,승용차,주간,2015-05-06,08,토요일,966832,1950469,127.12448953,37.55296796
2015,1,1,,,,서울특별시,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,주간,2015-06-12,06,수요일,970841,1949619,127.16991035,37.54544216
2015,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,승합차,보행자,주간,2015-06-17,08,월요일,966935,1949629,127.12569348,37.54540041
2015,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,야간,2015-07-09,22,금요일,970834,1949615,127.16983127,37.54540588
2015,1,2,,,1,서울특별시,강동구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,야간,2015-07-31,04,월요일,970930,1951972,127.17082568,37.56665808
2015,1,1,,,,서울특별시,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,야간,2015-08-01,22,화요일,971154,1949902,127.17344243,37.54800281
2015,1,2,,1,,서울특별시,강동구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,화물차,주간,2015-08-05,09,토요일,970430,1950351,127.16522826,37.55202689
2015,1,1,,,,서울특별시,강동구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,이륜차,야간,2015-08-21,18,목요일,971166,1949775,127.17358327,37.54685848
2015,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2015-09-01,23,월요일,967189,1950468,127.12853126,37.55297173
2015,1,1,,,,서울특별시,강동구,차대사람,기타,기타,과속,단일로,기타단일로,승용차,보행자,야간,2015-10-02,20,일요일,966316,1949137,127.11870893,37.5409434
2015,1,1,,,,서울특별시,강동구,차대차,기타,기타,신호위반,단일로,기타단일로,불명,승용차,주간,2015-11-04,11,일요일,966345,1949124,127.11903779,37.54082728
2015,1,1,,,,서울특별시,강동구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,야간,2015-11-16,19,금요일,967435,1948839,127.1313886,37.53829762
2015,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승합차,보행자,주간,2015-11-18,13,수요일,969452,1950033,127.15416942,37.54912871
2015,1,1,,,,서울특별시,강동구,차대사람,기타,기타,신호위반,교차로,교차로부근,승용차,보행자,주간,2015-11-21,07,토요일,970884,1951461,127.17032399,37.56204626
2015,1,1,,,,서울특별시,강동구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,특수차,보행자,주간,2015-12-15,14,화요일,971234,1949693,127.17435627,37.5461215
2015,1,1,,,,서울특별시,강동구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,이륜차,승용차,주간,2016-01-01,08,일요일,969511,1950698,127.1548097,37.55512459
2015,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,화물차,보행자,야간,2016-01-19,05,목요일,967496,1948595,127.13208986,37.53610049
2015,1,1,,,,서울특별시,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,야간,2015-02-06,23,화요일,957733,1957897,127.02104965,37.61954561
2015,1,1,,,,서울특별시,강북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2015-02-26,18,목요일,958091,1958993,127.0250479,37.62943955
2015,1,31,7,21,2,서울특별시,강북구,차대차,추돌,진행중 추돌,신호위반,교차로,교차로내,승용차,승합차,주간,2015-03-06,15,금요일,958343,1958135,127.02794811,37.6217186
2015,1,1,,,,서울특별시,강북구,차대사람,횡단중,횡단중,신호위반,교차로,교차로부근,승용차,보행자,주간,2015-03-15,15,일요일,956977,1958510,127.0124472,37.62503559
2015,1,1,,,,서울특별시,강북구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,야간,2015-04-04,20,토요일,956961,1962183,127.0120494,37.65814004
2015,1,1,,,,서울특별시,강북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,원동기장치자전거,야간,2015-04-06,01,월요일,958243,1957662,127.02684198,37.61745083
2015,1,2,1,,,서울특별시,강북구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,승용차,야간,2015-04-07,03,화요일,958389,1959614,127.02838514,37.63505115
2015,1,1,,,,서울특별시,강북구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,야간,2015-04-07,19,화요일,956776,1962347,127.00994234,37.65960949
2015,1,1,,,,서울특별시,강북구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,야간,2015-05-15,20,월요일,956915,1960810,127.01160895,37.64576289
2015,1,1,,,,서울특별시,강북구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,자전거,주간,2015-07-09,15,금요일,958827,1959697,127.03334344,37.63581537
