사고년도,사망자수,부상자수,중상자수,경상자수,부상신고자수,시도,시군구,사고유형 대분류,사고유형 중분류,사고유형,가해자법규위반,도로형태 대분류,도로형태,가해당사자 종별,피해당사자 종별,주야구분,발생일,발생시간,발생요일,발생위치X좌표 (EPSG 5179),발생위치Y좌표 (EPSG 5179),경도좌표,위도좌표
2013,1,3,1,1,,서울특별시,강남구,차대차,기타,기타,안전거리 미확보,단일로,기타단일로,승용차,불명,야간,2013-01-30,22,금요일,957847,1947944,127.02291407,37.52984208
2013,1,2,,1,,서울특별시,강남구,차대사람,기타,기타,신호위반,단일로,횡단보도상,이륜차,보행자,야간,2013-02-11,23,수요일,960080,1945908,127.04829697,37.51159028
2013,1,1,,,,서울특별시,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,승합차,보행자,야간,2013-03-16,23,목요일,957882,1945360,127.02345832,37.50655325
2013,1,6,5,,,서울특별시,강남구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,주간,2013-03-30,16,목요일,962453,1944394,127.07522458,37.49804361
2013,1,1,,,,서울특별시,강남구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,야간,2013-04-05,19,수요일,961971,1944221,127.06978072,37.49646455
2013,1,1,,,,서울특별시,강남구,차대사람,횡단중,횡단중,신호위반,단일로,횡단보도상,승용차,보행자,야간,2013-04-15,04,토요일,964662,1943311,127.10026682,37.48836925
2013,1,1,,,,서울특별시,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,주간,2013-04-15,14,화요일,961601,1944831,127.06556205,37.50195102
2013,1,1,,,,서울특별시,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,야간,2013-04-25,20,금요일,961538,1942308,127.06498235,37.47920393
2013,2,2,,,,서울특별시,강남구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,고가도로위,승용차,승용차,야간,2013-05-04,23,일요일,958306,1947685,127.02812471,37.5275249
2013,1,2,1,,,서울특별시,강남구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,야간,2013-05-07,03,수요일,960434,1941526,127.05254038,37.47211061
2013,1,2,1,,,서울특별시,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,주간,2013-05-25,10,화요일,961531,1942312,127.06490297,37.47923969
2013,1,1,,,,서울특별시,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,주간,2013-06-03,09,목요일,961130,1942819,127.06034088,37.48379271
2013,1,1,,,,서울특별시,강남구,차대차,추돌,진행중 추돌,교차로 통행방법 위반,교차로,교차로부근,승용차,이륜차,주간,2013-06-17,08,목요일,960294,1941464,127.05095822,37.47154396
2013,1,1,,,,서울특별시,강남구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,주간,2013-06-27,11,수요일,962536,1943112,127.07622883,37.48649356
2013,1,1,,,,서울특별시,강남구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,야간,2013-07-29,03,화요일,960800,1946920,127.0563897,37.52074269
2013,1,1,,,,서울특별시,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,주간,2013-09-03,07,토요일,957365,1947063,127.01751013,37.52187919
2013,2,2,,,,서울특별시,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2013-09-10,05,토요일,960370,1946009,127.05157284,37.51251314
2013,1,3,2,,,서울특별시,강남구,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로부근,승용차,승합차,주간,2013-09-10,07,토요일,957330,1947189,127.01711012,37.52301507
2013,1,1,,,,서울특별시,강남구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,원동기장치자전거,주간,2013-09-10,15,토요일,960529,1942501,127.0535602,37.48090095
2013,1,1,,,,서울특별시,강남구,차대사람,기타,기타,중앙선 침범,단일로,기타단일로,승용차,보행자,야간,2013-10-23,05,금요일,959486,1942941,127.04174276,37.48482531
2013,1,1,,,,서울특별시,강남구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,불명,화물차,야간,2013-11-13,04,금요일,957323,1947171,127.01702857,37.52285069
2013,1,1,,,,서울특별시,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2013-11-16,02,월요일,957508,1946633,127.01915326,37.51800827
2013,1,1,,,,서울특별시,강남구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,야간,2013-11-19,20,목요일,958430,1946453,127.02959662,37.51642968
2013,1,3,,2,,서울특별시,강남구,차대차,추돌,주정차중 충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,야간,2013-11-26,04,일요일,960956,1941969,127.0584179,37.47612396
2013,1,1,,,,서울특별시,강남구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2013-11-29,03,수요일,963953,1940623,127.09237411,37.4641109
2013,1,1,,,,서울특별시,강남구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,주간,2013-12-09,12,토요일,957735,1945753,127.0217737,37.51008517
2013,1,1,,,,서울특별시,강남구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,주간,2013-12-23,06,월요일,957680,1946493,127.02110763,37.51675611
2013,1,1,,,,서울특별시,강남구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,야간,2013-12-24,02,화요일,958261,1948391,127.02757414,37.53388987
2013,1,1,,,,서울특별시,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2014-01-15,05,수요일,964659,1943304,127.10023322,37.48830604
2013,1,1,,,,서울특별시,강동구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,자전거,야간,2013-02-08,23,일요일,971728,1951065,127.1798956,37.55850324
2013,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,야간,2013-02-10,22,화요일,968203,1946652,127.14017633,37.51861022
2013,1,1,,,,서울특별시,강동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,야간,2013-03-17,04,금요일,966490,1948009,127.12073,37.53078261
2013,1,3,2,,,서울특별시,강동구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,야간,2013-04-17,00,월요일,969640,1950336,127.15628517,37.551866
2013,1,1,,,,서울특별시,강동구,차대차,추돌,주정차중 충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,주간,2013-04-17,06,월요일,967477,1950828,127.13177242,37.55622766
2013,1,1,,,,서울특별시,강동구,차대사람,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명,화물차,보행자,주간,2013-06-03,16,목요일,968245,1948971,127.1405479,37.53951834
2013,1,1,,,,서울특별시,강동구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,주간,2013-06-17,17,일요일,969147,1952036,127.15063233,37.56717241
2013,1,1,,,,서울특별시,강동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,야간,2013-06-19,03,화요일,967914,1947912,127.13684979,37.52996256
2013,1,1,,,,서울특별시,강동구,차대사람,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명,승용차,보행자,야간,2013-07-21,22,월요일,967354,1947624,127.13052578,37.52734343
2013,1,1,,,,서울특별시,강동구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,야간,2013-08-12,03,화요일,970560,1952747,127.16660038,37.5736281
2013,1,1,,,,서울특별시,강동구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,야간,2013-09-10,04,토요일,971875,1949485,127.18162054,37.54426649
2013,1,1,,,,서울특별시,강동구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,야간,2013-11-23,02,목요일,967974,1948027,127.13752499,37.53099759
2013,1,1,,,,서울특별시,강북구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,주간,2013-06-01,15,화요일,958319,1960014,127.02757347,37.63865686
2013,1,1,,,,서울특별시,강북구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,야간,2013-06-30,05,토요일,957101,1959190,127.0138113,37.63117213
2013,1,1,,,,서울특별시,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,주간,2013-07-04,14,수요일,957855,1960432,127.02229034,37.64240228
2013,1,1,,,,서울특별시,강북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,주간,2013-08-03,11,일요일,959762,1958906,127.04398511,37.628731
2013,1,3,1,1,,서울특별시,강북구,차대차,기타,기타,안전거리 미확보,교차로,교차로내,원동기장치자전거,승용차,주간,2013-09-02,06,금요일,958517,1957620,127.02994902,37.61708468
2013,1,1,,,,서울특별시,강북구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승용차,보행자,야간,2013-09-19,05,목요일,958354,1957624,127.02810071,37.61711697
2013,1,1,,,,서울특별시,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2013-12-31,01,화요일,958354,1958120,127.0280725,37.62158119
2013,1,1,,,,서울특별시,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,승합차,보행자,주간,2014-01-06,06,월요일,959353,1958907,127.03935568,37.62872293
2013,1,1,,,,서울특별시,강북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2014-01-06,22,월요일,958711,1956835,127.03218928,37.61001535
2013,1,2,1,,,서울특별시,강북구,차대사람,횡단중,횡단중,과속,교차로,교차로내,원동기장치자전거,보행자,야간,2014-01-14,21,화요일,956856,1960421,127.01096317,37.64225402
2013,1,1,,,,서울특별시,강서구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,주간,2013-01-30,09,금요일,941034,1951601,126.83234145,37.56188059
2013,1,1,,,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,주간,2013-02-10,07,화요일,941019,1952778,126.83207347,37.57249146
2013,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,야간,2013-03-02,21,목요일,939248,1951528,126.81212634,37.56110656
2013,1,4,3,,,서울특별시,강서구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,주간,2013-03-09,09,목요일,943732,1951705,126.86288053,37.56298674
2013,1,1,,,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,야간,2013-03-17,20,금요일,942133,1949834,126.84492384,37.54602434
2013,1,1,,,,서울특별시,강서구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,야간,2013-03-26,19,일요일,944206,1950670,126.86832949,37.55368351
2013,1,1,,,,서울특별시,강서구,차대사람,기타,기타,보행자 보호의무 위반,교차로,교차로부근,건설기계,보행자,주간,2013-03-29,11,수요일,941570,1951248,126.83843822,37.55873317
2013,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,주간,2013-04-04,06,화요일,942166,1949885,126.84529337,37.54648608
2013,1,1,,,,서울특별시,강서구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승용차,주간,2013-04-22,16,화요일,938565,1954981,126.80410169,37.59217912
2013,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,야간,2013-04-29,22,화요일,938169,1953499,126.79974712,37.57880007
2013,1,2,1,,,서울특별시,강서구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,승용차,승용차,야간,2013-05-10,01,토요일,938062,1953927,126.79849809,37.58264767
2013,1,1,,,,서울특별시,강서구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,화물차,주간,2013-05-24,09,월요일,942787,1951019,126.8522345,37.5567456
2013,1,2,,1,,서울특별시,강서구,차대사람,기타,기타,안전거리 미확보,단일로,기타단일로,화물차,보행자,주간,2013-06-20,14,수요일,941483,1953328,126.83728941,37.57747552
2013,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상,승용차,보행자,야간,2013-07-01,00,일요일,941699,1951755,126.83985838,37.56331093
2013,1,2,,1,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명,승용차,보행자,야간,2013-07-03,21,화요일,942596,1950102,126.85013939,37.54846606
2013,1,10,2,6,1,서울특별시,강서구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,승용차,승합차,주간,2013-07-14,08,토요일,939546,1951501,126.81549911,37.5608819
2013,1,1,,,,서울특별시,강서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,주간,2013-08-01,16,금요일,942125,1949328,126.8448732,37.54146326
2013,1,1,,,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2013-08-06,02,수요일,940224,1952855,126.82306608,37.57312697
2013,1,1,,,,서울특별시,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2013-09-10,03,토요일,939523,1952878,126.81512957,37.57329571
2013,1,1,,,,서울특별시,강서구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,승합차,야간,2013-09-13,22,화요일,939260,1951555,126.81225997,37.5613507
2013,1,1,,,,서울특별시,강서구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,승용차,주간,2013-10-06,10,일요일,943179,1951781,126.85661341,37.56363777
2013,1,3,2,,,서울특별시,강서구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,야간,2013-11-08,01,일요일,943353,1950658,126.85867027,37.55352688
2013,1,2,,1,,서울특별시,강서구,차대차,기타,기타,신호위반,교차로,교차로부근,이륜차,승합차,주간,2013-11-17,12,화요일,944392,1950018,126.87048118,37.54782184
2013,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,주간,2013-11-21,12,화요일,939635,1951910,126.81647647,37.56457494
2013,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,건설기계,보행자,주간,2013-12-11,12,월요일,941813,1952342,126.84110253,37.56860875
2013,1,1,,,,서울특별시,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,주간,2014-01-10,09,금요일,942092,1951160,126.84435505,37.557973
2013,1,1,,,,서울특별시,관악구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2013-03-18,00,토요일,950141,1943161,126.93602588,37.48634735
2013,1,1,,,,서울특별시,관악구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,주간,2013-03-20,11,월요일,950922,1943749,126.94482046,37.49168898
2013,1,1,,,,서울특별시,관악구,차대차,추돌,주정차중 충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,야간,2013-04-03,00,월요일,949355,1943542,126.92710931,37.48973861
2013,1,1,,,,서울특별시,관악구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2013-04-15,23,토요일,952903,1941348,126.9673781,37.4701521
2013,1,2,1,,,서울특별시,관악구,차대차,기타,기타,과속,단일로,기타단일로,승용차,원동기장치자전거,야간,2013-04-20,00,일요일,949743,1940357,126.93171554,37.46105258
2013,1,1,,,,서울특별시,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,주간,2013-04-28,06,월요일,948198,1942915,126.91406621,37.48402314
2013,1,1,,,,서울특별시,관악구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,보행자,야간,2013-05-30,20,일요일,949836,1941084,126.93271759,37.46761029
2013,1,1,,,,서울특별시,관악구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,야간,2013-06-02,23,수요일,951576,1942137,126.95232439,37.47719411
2013,1,1,,,,서울특별시,관악구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,주간,2013-06-18,13,금요일,949197,1942352,126.92540427,37.47900418
2013,1,1,,,,서울특별시,관악구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승합차,보행자,야간,2013-07-04,19,수요일,947191,1942969,126.9026727,37.48445282
2013,1,1,,,,서울특별시,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,주간,2013-08-26,09,금요일,950303,1943008,126.93786857,37.48497705
2013,2,2,,,,서울특별시,관악구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,야간,2013-09-23,22,월요일,949300,1943849,126.92646603,37.49250266
2013,1,1,,,,서울특별시,관악구,차대사람,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명,승용차,보행자,야간,2013-10-03,18,목요일,948530,1941799,126.91789933,37.47398294
2013,1,1,,,,서울특별시,관악구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,주간,2013-11-06,12,금요일,948311,1941770,126.91542016,37.4737111
2013,1,2,1,,,서울특별시,관악구,차대사람,횡단중,횡단중,신호위반,단일로,횡단보도상,이륜차,보행자,야간,2013-11-07,18,토요일,948130,1943246,126.91327377,37.4870027
2013,1,1,,,,서울특별시,관악구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,야간,2013-12-09,22,토요일,949551,1943145,126.92935356,37.48617109
2013,1,1,,,,서울특별시,관악구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,주간,2013-12-20,07,금요일,951566,1942699,126.95217432,37.48225905
2013,1,1,,,,서울특별시,관악구,차대차,추돌,주정차중 충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,주간,2013-12-26,16,목요일,950553,1941876,126.94076665,37.47478562
2013,1,2,,1,,서울특별시,관악구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,주간,2014-01-10,11,금요일,954014,1942049,126.97990261,37.47652553
2013,1,1,,,,서울특별시,광진구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2013-02-26,01,일요일,962256,1951026,127.07265961,37.55780867
2013,1,1,,,,서울특별시,광진구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,교량위,승용차,없음,야간,2013-03-27,04,월요일,961019,1948249,127.05880194,37.53273344
2013,1,1,,,,서울특별시,광진구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,화물차,보행자,주간,2013-05-06,11,화요일,962409,1951188,127.07437901,37.55927868
2013,1,3,1,1,,서울특별시,광진구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,원동기장치자전거,주간,2013-11-02,11,월요일,961488,1949288,127.0640511,37.5421153
2013,1,2,,1,,서울특별시,광진구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,주간,2013-11-23,06,목요일,962638,1947779,127.07714538,37.52855877
2013,1,1,,,,서울특별시,광진구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,자전거,승용차,야간,2013-11-24,05,금요일,961953,1950336,127.06925466,37.55158148
2013,1,1,,,,서울특별시,광진구,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,야간,2013-11-30,00,목요일,965503,1949672,127.10948334,37.5457391
2013,1,1,,,,서울특별시,광진구,차대차,기타,기타,안전운전 의무 불이행,단일로,고가도로위,승용차,자전거,야간,2014-01-04,20,토요일,965324,1947935,127.10753688,37.53006799
2013,1,1,,,,서울특별시,광진구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,원동기장치자전거,주간,2014-01-07,13,화요일,963601,1951123,127.08787823,37.55874069
2013,1,2,1,,,서울특별시,광진구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,교량위,승용차,승용차,주간,2014-01-15,06,수요일,965361,1947920,127.10795066,37.52993957
2013,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,건설기계,보행자,주간,2013-04-06,17,목요일,943282,1944007,126.85837666,37.49357931
2013,1,16,2,13,,서울특별시,구로구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2013-04-20,19,일요일,943098,1943397,126.85634589,37.48806731
2013,1,1,,,,서울특별시,구로구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,화물차,이륜차,야간,2013-05-08,18,목요일,940042,1942452,126.82185557,37.47935748
2013,2,6,,4,,서울특별시,구로구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,주간,2013-05-12,17,월요일,945302,1946337,126.8810589,37.51470094
2013,1,6,,4,1,서울특별시,구로구,차대차,추돌,주정차중 충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,이륜차,주간,2013-05-26,08,수요일,942292,1944477,126.84714453,37.49775142
2013,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,야간,2013-06-09,23,수요일,945809,1942627,126.88706676,37.48129025
2013,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,신호위반,단일로,횡단보도상,승합차,보행자,주간,2013-06-15,09,화요일,943087,1943397,126.85622147,37.48806663
2013,1,19,5,13,,서울특별시,구로구,차대차,추돌,주정차중 충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,화물차,야간,2013-07-12,02,목요일,944747,1945508,126.87484363,37.50719781
2013,1,1,,,,서울특별시,구로구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2013-07-23,21,수요일,941246,1944525,126.83530793,37.49811806
2013,1,1,,,,서울특별시,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,야간,2013-09-15,05,목요일,946509,1942927,126.89496198,37.48403501
2013,1,2,1,,,서울특별시,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,야간,2013-09-16,20,금요일,945798,1942641,126.88694132,37.48141579
2013,1,1,,,,서울특별시,구로구,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로내,이륜차,없음,주간,2013-09-17,10,토요일,943907,1944956,126.865381,37.50216558
